customer_id,Account_Age_Days,Daily_Usage_Mins,Support_Tickets_90Days,API_Utilization_Rate,churn_proba,sentiment_score,fused_proba,Login_Frequency,Plan_Tier,Dominant_SHAP_Driver,risk_band,discount_pct,discount_months,Retained
CUST-085828,377,8,1,0.412,0.814,0.571,0.795,Rarely,Basic,technical_friction,High,10,3,0
CUST-085829,104,40,2,0.737,0.293,0.543,0.297,Daily,Enterprise,price_sensitive,Low,15,3,1
CUST-085830,670,40,0,0.491,0.177,0.309,0.15,Daily,Basic,price_sensitive,Low,10,12,1
CUST-085831,133,90,0,0.376,0.091,0.066,0.076,Daily,Pro,technical_friction,Low,20,6,1
CUST-085832,767,64,2,0.822,0.152,0.246,0.125,Daily,Basic,price_sensitive,Low,0,0,0
CUST-085833,1019,25,3,0.661,0.404,0.412,0.351,Weekly,Enterprise,price_sensitive,Medium,0,0,1
CUST-085834,379,62,1,0.472,0.144,0.363,0.144,Daily,Basic,technical_friction,Low,0,0,1
CUST-085835,556,39,3,0.585,0.461,0.648,0.504,Daily,Basic,technical_friction,Medium,15,3,1
CUST-085836,916,33,0,0.708,0.279,0.297,0.209,Weekly,Basic,technical_friction,Low,20,12,1
CUST-085837,660,44,3,0.431,0.482,0.654,0.528,Daily,Basic,price_sensitive,Medium,15,12,0
CUST-085838,488,20,3,0.136,0.862,0.899,0.891,Weekly,Pro,technical_friction,High,10,12,1
CUST-085839,125,11,1,0.632,0.522,0.382,0.456,Weekly,Basic,technical_friction,Medium,20,12,1
CUST-085840,355,9,0,0.592,0.732,0.371,0.664,Rarely,Pro,price_sensitive,Medium,15,12,0
CUST-085841,388,21,3,0.446,0.713,0.579,0.721,Weekly,Basic,price_sensitive,High,20,6,0
CUST-085842,852,53,2,0.482,0.177,0.27,0.142,Daily,Basic,price_sensitive,Low,10,6,1
CUST-085843,95,36,5,0.674,0.768,0.845,0.836,Weekly,Pro,price_sensitive,High,10,12,1
CUST-085844,725,114,3,0.306,0.161,0.192,0.119,Daily,Enterprise,price_sensitive,Low,5,3,1
CUST-085845,700,16,0,0.38,0.759,0.398,0.698,Rarely,Basic,price_sensitive,Medium,5,12,1
CUST-085846,900,34,0,0.291,0.255,0.218,0.173,Daily,Basic,technical_friction,Low,5,3,0
CUST-085847,600,23,3,0.388,0.896,0.729,0.877,Rarely,Basic,technical_friction,High,20,12,0
CUST-085848,139,37,1,0.796,0.193,0.179,0.132,Weekly,Basic,technical_friction,Low,20,6,1
CUST-085849,301,25,1,0.249,0.904,0.666,0.869,Rarely,Pro,technical_friction,High,20,6,0
CUST-085850,331,123,3,0.481,0.107,0.413,0.135,Daily,Enterprise,price_sensitive,Low,10,12,1
CUST-085851,500,8,1,0.925,0.236,0.292,0.18,Weekly,Pro,price_sensitive,Low,10,12,1
CUST-085852,277,14,2,0.367,0.94,0.671,0.886,Rarely,Pro,technical_friction,High,0,0,0
CUST-085853,519,29,2,0.155,0.97,0.833,0.92,Rarely,Basic,technical_friction,High,15,3,1
CUST-085854,813,30,4,0.797,0.362,0.598,0.382,Weekly,Pro,technical_friction,Medium,10,6,1
CUST-085855,192,10,1,0.633,0.504,0.445,0.464,Weekly,Pro,price_sensitive,Medium,0,0,1
CUST-085856,364,11,1,0.39,0.553,0.295,0.452,Weekly,Basic,technical_friction,Medium,0,0,0
CUST-085857,1050,18,4,0.374,0.871,0.791,0.877,Rarely,Basic,price_sensitive,High,10,12,1
CUST-085858,11,53,7,0.398,0.801,0.668,0.812,Weekly,Pro,technical_friction,High,10,3,0
CUST-085859,398,39,3,0.628,0.473,0.595,0.494,Weekly,Basic,technical_friction,Medium,0,0,0
CUST-085860,689,15,1,0.418,0.861,0.599,0.832,Rarely,Basic,technical_friction,High,15,12,1
CUST-085861,369,29,2,0.85,0.734,0.645,0.759,Rarely,Enterprise,technical_friction,High,0,0,0
CUST-085862,940,47,3,0.228,0.531,0.476,0.505,Daily,Basic,price_sensitive,Medium,0,0,0
CUST-085863,257,24,3,0.513,0.879,0.682,0.86,Rarely,Pro,technical_friction,High,15,6,0
CUST-085864,849,52,1,0.76,0.099,0.298,0.111,Daily,Enterprise,price_sensitive,Low,0,0,1
CUST-085865,76,76,3,0.194,0.591,0.434,0.55,Daily,Basic,price_sensitive,Medium,0,0,1
CUST-085866,725,60,3,0.725,0.152,0.222,0.121,Daily,Enterprise,price_sensitive,Low,0,0,1
CUST-085867,378,18,1,0.654,0.427,0.517,0.414,Weekly,Basic,price_sensitive,Medium,0,0,1
CUST-085868,435,43,1,0.327,0.446,0.633,0.481,Weekly,Pro,technical_friction,Medium,0,0,1
CUST-085869,280,91,4,0.39,0.385,0.608,0.409,Daily,Basic,technical_friction,Medium,0,0,1
CUST-085870,769,49,1,0.287,0.393,0.784,0.489,Daily,Basic,price_sensitive,Medium,0,0,0
CUST-085871,482,36,1,0.7,0.603,0.737,0.68,Rarely,Basic,technical_friction,Medium,15,6,1
CUST-085872,682,55,2,0.386,0.382,0.423,0.334,Daily,Pro,technical_friction,Medium,0,0,1
CUST-085873,752,9,6,0.344,0.937,0.697,0.889,Rarely,Enterprise,technical_friction,High,20,3,0
CUST-085874,1034,24,1,0.502,0.265,0.386,0.225,Weekly,Pro,price_sensitive,Low,15,6,1
CUST-085875,738,23,4,0.725,0.605,0.71,0.672,Daily,Basic,price_sensitive,Medium,20,6,0
CUST-085876,617,36,3,0.726,0.38,0.281,0.282,Weekly,Basic,price_sensitive,Low,15,12,1
CUST-085877,982,20,3,0.697,0.739,0.743,0.791,Rarely,Pro,price_sensitive,High,20,12,0
CUST-085878,225,44,0,0.74,0.233,0.15,0.146,Daily,Basic,price_sensitive,Low,15,6,1
CUST-085879,253,50,2,0.697,0.219,0.53,0.233,Daily,Pro,technical_friction,Low,10,3,1
CUST-085880,980,34,5,0.572,0.854,0.755,0.862,Rarely,Pro,technical_friction,High,5,12,1
CUST-085881,437,12,3,0.623,0.826,0.765,0.85,Rarely,Pro,price_sensitive,High,15,3,0
CUST-085882,559,36,2,0.296,0.563,0.726,0.639,Weekly,Pro,technical_friction,Medium,15,6,1
CUST-085883,194,24,1,0.528,0.468,0.443,0.426,Daily,Pro,price_sensitive,Medium,15,12,1
CUST-085884,197,23,3,0.533,0.994,0.409,0.863,Rarely,Pro,price_sensitive,High,15,6,0
CUST-085885,230,38,2,0.137,0.744,0.534,0.732,Weekly,Pro,price_sensitive,High,15,12,0
CUST-085886,462,80,5,0.222,0.532,0.59,0.553,Daily,Basic,technical_friction,Medium,10,6,0
CUST-085887,623,34,2,0.939,0.481,0.416,0.428,Rarely,Pro,technical_friction,Medium,20,12,1
CUST-085888,125,38,2,0.642,0.492,0.439,0.449,Weekly,Pro,technical_friction,Medium,15,6,1
CUST-085889,207,54,6,0.93,0.591,0.65,0.637,Daily,Pro,technical_friction,Medium,20,6,0
CUST-085890,100,61,3,0.203,0.67,0.54,0.67,Daily,Enterprise,technical_friction,Medium,0,0,0
CUST-085891,782,30,2,0.738,0.253,0.357,0.207,Weekly,Pro,technical_friction,Low,5,12,1
CUST-085892,947,18,1,0.074,0.612,0.484,0.592,Weekly,Pro,technical_friction,Medium,15,12,0
CUST-085893,119,6,1,0.232,0.938,0.555,0.864,Rarely,Enterprise,price_sensitive,High,10,12,0
CUST-085894,151,26,2,0.672,0.487,0.457,0.452,Weekly,Pro,technical_friction,Medium,20,3,1
CUST-085895,798,72,0,0.686,0.062,0.329,0.101,Daily,Pro,technical_friction,Low,20,12,1
CUST-085896,491,36,2,0.745,0.216,0.326,0.175,Weekly,Basic,technical_friction,Low,5,12,1
CUST-085897,1049,15,0,0.633,0.536,0.29,0.433,Rarely,Pro,technical_friction,Medium,15,12,1
CUST-085898,167,43,4,0.806,0.472,0.669,0.524,Weekly,Basic,price_sensitive,Medium,0,0,0
CUST-085899,287,14,4,0.483,0.798,0.705,0.82,Weekly,Pro,technical_friction,High,15,6,1
CUST-085900,802,12,2,0.344,0.692,0.774,0.766,Weekly,Pro,technical_friction,High,15,12,0
CUST-085901,12,28,2,0.636,0.446,0.393,0.384,Weekly,Pro,price_sensitive,Medium,20,12,0
CUST-085902,81,23,3,0.435,0.713,0.752,0.776,Weekly,Enterprise,price_sensitive,High,0,0,0
CUST-085903,646,27,3,0.585,0.461,0.587,0.478,Daily,Basic,price_sensitive,Medium,10,3,1
CUST-085904,1002,38,1,0.623,0.154,0.385,0.154,Weekly,Enterprise,technical_friction,Low,0,0,1
CUST-085905,475,85,0,0.969,0.038,0.185,0.074,Daily,Enterprise,price_sensitive,Low,0,0,1
CUST-085906,647,16,1,0.607,0.409,0.244,0.294,Weekly,Pro,technical_friction,Low,20,12,1
CUST-085907,481,27,4,0.519,0.717,0.732,0.773,Weekly,Basic,technical_friction,High,20,3,0
CUST-085908,592,45,1,0.375,0.328,0.438,0.291,Daily,Enterprise,price_sensitive,Low,10,6,1
CUST-085909,302,12,4,0.194,0.974,0.554,0.88,Rarely,Enterprise,price_sensitive,High,20,12,0
CUST-085910,999,22,2,0.237,0.926,0.626,0.872,Rarely,Basic,technical_friction,High,20,12,0
CUST-085911,696,4,3,0.605,0.993,0.421,0.865,Rarely,Basic,technical_friction,High,20,3,0
CUST-085912,862,32,4,0.466,0.892,0.731,0.876,Rarely,Basic,price_sensitive,High,20,6,1
CUST-085913,148,19,3,0.753,0.599,0.696,0.661,Weekly,Pro,technical_friction,Medium,20,3,0
CUST-085914,933,81,2,0.806,0.11,0.179,0.097,Daily,Basic,technical_friction,Low,0,0,1
CUST-085915,203,35,4,0.824,0.539,0.789,0.639,Daily,Pro,price_sensitive,Medium,20,12,0
CUST-085916,317,31,3,0.533,0.609,0.7,0.672,Daily,Pro,price_sensitive,Medium,0,0,1
CUST-085917,754,48,1,0.675,0.1,0.25,0.104,Daily,Enterprise,technical_friction,Low,15,12,1
CUST-085918,337,59,3,0.346,0.511,0.379,0.443,Daily,Basic,technical_friction,Medium,15,6,1
CUST-085919,306,31,4,0.634,0.704,0.562,0.708,Weekly,Basic,price_sensitive,High,0,0,1
CUST-085920,303,16,6,0.445,0.917,0.703,0.882,Weekly,Basic,technical_friction,High,20,12,1
CUST-085921,513,45,2,0.429,0.387,0.358,0.315,Daily,Enterprise,price_sensitive,Medium,0,0,1
CUST-085922,514,60,2,0.243,0.396,0.395,0.337,Weekly,Pro,price_sensitive,Medium,5,12,1
CUST-085923,8,60,5,0.561,0.622,0.689,0.68,Daily,Basic,technical_friction,Medium,20,12,0
CUST-085924,350,57,4,0.703,0.403,0.444,0.362,Daily,Basic,technical_friction,Medium,15,3,1
CUST-085925,693,44,3,0.194,0.672,0.581,0.686,Weekly,Enterprise,price_sensitive,Medium,10,3,1
CUST-085926,408,31,4,0.587,0.715,0.608,0.732,Daily,Basic,technical_friction,High,20,6,1
CUST-085927,377,50,3,0.228,0.649,0.596,0.67,Weekly,Pro,price_sensitive,Medium,0,0,0
CUST-085928,826,38,1,0.367,0.338,0.322,0.261,Daily,Pro,technical_friction,Low,15,6,1
CUST-085929,644,34,2,0.594,0.455,0.341,0.372,Weekly,Enterprise,technical_friction,Medium,0,0,1
CUST-085930,4,31,6,0.715,0.815,0.649,0.816,Weekly,Enterprise,technical_friction,High,5,12,1
CUST-085931,799,53,5,0.393,0.594,0.7,0.658,Weekly,Basic,price_sensitive,Medium,20,6,0
CUST-085932,115,17,2,0.855,0.421,0.629,0.454,Daily,Basic,price_sensitive,Medium,15,6,1
CUST-085933,691,41,2,0.913,0.129,0.392,0.142,Daily,Enterprise,technical_friction,Low,0,0,1
CUST-085934,591,14,0,0.623,0.364,0.308,0.277,Weekly,Basic,price_sensitive,Low,15,12,1
CUST-085935,111,49,1,0.856,0.176,0.195,0.127,Daily,Enterprise,price_sensitive,Low,15,6,1
CUST-085936,772,20,4,0.663,0.937,0.855,0.913,Rarely,Basic,price_sensitive,High,20,6,0
CUST-085937,396,13,2,0.713,0.509,0.655,0.556,Weekly,Pro,price_sensitive,Medium,15,6,1
CUST-085938,37,11,0,0.349,0.915,0.531,0.847,Rarely,Basic,technical_friction,High,10,3,0
CUST-085939,154,40,4,0.212,0.768,0.597,0.77,Weekly,Pro,technical_friction,High,20,12,0
CUST-085940,713,26,0,0.797,0.141,0.327,0.135,Weekly,Enterprise,price_sensitive,Low,0,0,0
CUST-085941,975,23,2,0.465,0.41,0.556,0.413,Weekly,Basic,technical_friction,Medium,0,0,0
CUST-085942,726,11,1,0.587,0.763,0.823,0.827,Rarely,Basic,technical_friction,High,15,12,0
CUST-085943,625,22,6,0.882,0.71,0.627,0.735,Daily,Basic,price_sensitive,High,20,3,1
CUST-085944,911,19,6,0.286,0.95,0.838,0.915,Weekly,Enterprise,price_sensitive,High,20,6,0
CUST-085945,505,21,2,0.287,0.645,0.342,0.568,Weekly,Enterprise,price_sensitive,Medium,20,3,1
CUST-085946,753,18,4,0.232,0.911,0.665,0.872,Rarely,Pro,price_sensitive,High,0,0,0
CUST-085947,239,29,1,0.456,0.455,0.41,0.399,Weekly,Pro,technical_friction,Medium,0,0,1
CUST-085948,795,31,2,0.698,0.283,0.371,0.233,Weekly,Basic,technical_friction,Low,20,6,1
CUST-085949,551,26,4,0.075,0.823,0.895,0.874,Weekly,Pro,price_sensitive,High,0,0,0
CUST-085950,297,14,4,0.744,0.777,0.678,0.799,Weekly,Pro,technical_friction,High,10,12,0
CUST-085951,410,60,2,0.545,0.303,0.551,0.309,Daily,Basic,price_sensitive,Medium,10,12,1
CUST-085952,761,26,0,0.842,0.21,0.309,0.169,Weekly,Enterprise,price_sensitive,Low,0,0,1
CUST-085953,229,16,1,0.762,0.792,0.229,0.667,Rarely,Enterprise,technical_friction,Medium,10,3,0
CUST-085954,176,41,3,0.229,0.735,0.648,0.761,Daily,Basic,technical_friction,High,0,0,1
CUST-085955,150,95,0,0.498,0.071,0.039,0.067,Daily,Enterprise,price_sensitive,Low,10,12,1
CUST-085956,82,21,2,0.789,0.491,0.266,0.378,Weekly,Basic,price_sensitive,Medium,20,6,1
CUST-085957,789,71,0,0.637,0.021,0.269,0.079,Daily,Pro,technical_friction,Low,0,0,1
CUST-085958,327,8,3,0.768,0.972,0.953,0.934,Rarely,Basic,technical_friction,High,0,0,0
CUST-085959,333,83,2,0.514,0.114,0.155,0.095,Daily,Enterprise,technical_friction,Low,10,12,1
CUST-085960,799,16,3,0.289,1.0,0.944,0.94,Rarely,Enterprise,technical_friction,High,10,12,1
CUST-085961,484,49,1,0.588,0.236,0.167,0.151,Daily,Pro,technical_friction,Low,15,12,1
CUST-085962,334,10,2,0.941,0.324,0.536,0.322,Weekly,Enterprise,technical_friction,Medium,0,0,0
CUST-085963,1084,40,3,0.073,0.679,0.638,0.712,Weekly,Pro,price_sensitive,High,0,0,0
CUST-085964,316,40,1,0.39,0.445,0.308,0.35,Weekly,Pro,price_sensitive,Medium,0,0,0
CUST-085965,189,41,2,0.576,0.486,0.229,0.358,Daily,Enterprise,technical_friction,Medium,0,0,0
CUST-085966,309,23,1,0.196,0.699,0.588,0.713,Daily,Pro,technical_friction,High,15,6,1
CUST-085967,534,15,1,0.354,0.801,0.514,0.77,Rarely,Basic,technical_friction,High,0,0,0
CUST-085968,300,12,4,0.216,0.876,0.638,0.849,Rarely,Basic,technical_friction,High,15,3,0
CUST-085969,823,25,1,0.33,0.382,0.246,0.272,Daily,Basic,technical_friction,Low,0,0,1
CUST-085970,1059,10,2,0.769,0.358,0.361,0.29,Weekly,Enterprise,price_sensitive,Low,15,6,1
CUST-085971,796,17,4,0.115,0.854,0.682,0.847,Weekly,Basic,price_sensitive,High,20,6,1
CUST-085972,648,14,3,0.619,0.855,0.595,0.828,Rarely,Basic,price_sensitive,High,5,3,1
CUST-085973,380,36,4,0.517,0.637,0.672,0.687,Daily,Basic,price_sensitive,Medium,15,6,0
CUST-085974,355,19,4,0.289,0.805,0.613,0.801,Daily,Enterprise,price_sensitive,High,20,12,0
CUST-085975,1064,17,4,0.763,0.509,0.43,0.462,Weekly,Basic,technical_friction,Medium,10,12,1
CUST-085976,570,100,2,0.879,0.0,0.451,0.096,Daily,Pro,technical_friction,Low,20,6,1
CUST-085977,423,14,5,0.178,0.965,0.891,0.926,Rarely,Basic,price_sensitive,High,20,12,0
CUST-085978,147,35,3,0.12,0.901,0.571,0.848,Rarely,Basic,technical_friction,High,10,12,0
CUST-085979,640,22,2,0.347,0.941,0.406,0.834,Rarely,Enterprise,technical_friction,High,0,0,1
CUST-085980,278,30,2,0.746,0.445,0.528,0.437,Weekly,Enterprise,price_sensitive,Medium,0,0,0
CUST-085981,1060,15,2,0.291,0.954,0.7,0.896,Rarely,Pro,technical_friction,High,0,0,0
CUST-085982,797,23,2,0.235,0.817,0.62,0.811,Rarely,Basic,technical_friction,High,5,12,0
CUST-085983,1044,33,6,0.731,0.487,0.782,0.585,Weekly,Enterprise,technical_friction,Medium,10,6,0
CUST-085984,112,32,2,0.43,0.638,0.737,0.711,Weekly,Enterprise,technical_friction,High,15,12,0
CUST-085985,31,71,4,0.434,0.638,0.633,0.674,Weekly,Basic,price_sensitive,Medium,5,12,1
CUST-085986,229,51,2,0.572,0.282,0.315,0.216,Daily,Pro,technical_friction,Low,10,3,1
CUST-085987,637,44,1,0.559,0.217,0.275,0.164,Daily,Enterprise,technical_friction,Low,10,12,0
CUST-085988,372,29,2,0.452,0.957,0.699,0.897,Rarely,Enterprise,price_sensitive,High,15,6,1
CUST-085989,1078,22,0,0.52,0.279,0.324,0.217,Weekly,Enterprise,price_sensitive,Low,0,0,1
CUST-085990,571,91,2,0.583,0.218,0.259,0.161,Daily,Pro,technical_friction,Low,20,6,0
CUST-085991,872,36,2,0.633,0.289,0.247,0.202,Weekly,Basic,technical_friction,Low,20,3,1
CUST-085992,157,34,2,0.196,0.763,0.352,0.685,Weekly,Enterprise,price_sensitive,Medium,0,0,0
CUST-085993,558,22,2,0.635,0.523,0.66,0.573,Weekly,Basic,technical_friction,Medium,0,0,0
CUST-085994,585,33,4,0.748,0.512,0.812,0.623,Weekly,Pro,technical_friction,Medium,20,6,0
CUST-085995,360,45,2,0.672,0.376,0.668,0.424,Weekly,Enterprise,price_sensitive,Medium,0,0,0
CUST-085996,531,17,3,0.535,0.656,0.564,0.665,Weekly,Enterprise,technical_friction,Medium,10,12,0
CUST-085997,529,62,3,0.34,0.415,0.551,0.416,Daily,Basic,price_sensitive,Medium,15,12,1
CUST-085998,119,25,0,0.256,0.685,0.397,0.629,Weekly,Basic,price_sensitive,Medium,0,0,1
CUST-085999,299,51,1,0.344,0.323,0.293,0.24,Daily,Basic,price_sensitive,Low,10,6,1
CUST-086000,288,72,4,0.778,0.312,0.433,0.275,Daily,Pro,price_sensitive,Low,0,0,0
CUST-086001,708,22,4,0.467,0.761,0.685,0.79,Weekly,Basic,price_sensitive,High,0,0,1
CUST-086002,268,68,2,0.867,0.132,0.359,0.137,Daily,Basic,price_sensitive,Low,0,0,1
CUST-086003,331,19,1,0.508,0.795,0.547,0.775,Rarely,Basic,price_sensitive,High,10,6,0
CUST-086004,886,46,2,0.51,0.184,0.235,0.138,Daily,Enterprise,technical_friction,Low,10,3,1
CUST-086005,191,16,2,0.534,0.718,0.558,0.719,Weekly,Basic,price_sensitive,High,0,0,0
CUST-086006,1038,70,1,0.73,0.065,0.257,0.092,Daily,Basic,price_sensitive,Low,0,0,1
CUST-086007,573,38,2,0.07,0.687,0.595,0.704,Weekly,Basic,technical_friction,High,15,6,1
CUST-086008,466,89,3,0.818,0.144,0.603,0.2,Daily,Basic,price_sensitive,Low,5,3,0
CUST-086009,267,19,3,0.577,0.718,0.475,0.69,Weekly,Basic,technical_friction,Medium,20,3,1
CUST-086010,434,36,1,0.678,0.239,0.311,0.186,Weekly,Pro,price_sensitive,Low,0,0,1
CUST-086011,693,43,2,0.245,0.501,0.322,0.41,Weekly,Enterprise,technical_friction,Medium,5,6,1
CUST-086012,226,31,1,0.15,0.689,0.67,0.732,Weekly,Basic,price_sensitive,High,0,0,0
CUST-086013,1084,18,3,0.464,0.593,0.719,0.665,Weekly,Pro,price_sensitive,Medium,0,0,0
CUST-086014,496,30,2,0.363,0.601,0.648,0.645,Weekly,Enterprise,technical_friction,Medium,0,0,1
CUST-086015,296,5,2,0.321,0.803,0.538,0.779,Weekly,Enterprise,price_sensitive,High,10,3,1
CUST-086016,56,42,4,0.387,0.806,0.605,0.799,Weekly,Basic,technical_friction,High,20,3,1
CUST-086017,749,35,3,0.379,0.54,0.5,0.524,Weekly,Basic,technical_friction,Medium,5,6,0
CUST-086018,562,17,8,0.141,0.932,0.922,0.92,Weekly,Pro,technical_friction,High,20,6,0
CUST-086019,987,52,2,0.669,0.146,0.374,0.147,Weekly,Basic,price_sensitive,Low,0,0,1
CUST-086020,920,23,0,0.274,0.424,0.365,0.352,Weekly,Enterprise,technical_friction,Medium,0,0,1
CUST-086021,1047,35,4,0.361,0.573,0.509,0.562,Weekly,Pro,technical_friction,Medium,20,6,1
CUST-086022,1003,23,6,0.886,0.589,0.734,0.666,Weekly,Pro,price_sensitive,Medium,15,3,1
CUST-086023,777,61,1,0.492,0.142,0.308,0.132,Weekly,Enterprise,price_sensitive,Low,20,6,1
CUST-086024,263,54,2,0.177,0.615,0.422,0.57,Daily,Enterprise,price_sensitive,Medium,5,12,1
CUST-086025,502,19,1,0.372,0.469,0.365,0.396,Weekly,Basic,technical_friction,Medium,15,6,0
CUST-086026,756,60,3,0.38,0.334,0.265,0.24,Daily,Enterprise,technical_friction,Low,5,12,1
CUST-086027,575,13,1,0.694,0.362,0.64,0.398,Daily,Enterprise,price_sensitive,Medium,20,3,0
CUST-086028,398,26,4,0.317,0.86,0.48,0.802,Weekly,Basic,price_sensitive,High,15,12,0
CUST-086029,869,23,1,0.027,0.92,0.549,0.854,Rarely,Pro,technical_friction,High,15,6,1
CUST-086030,254,38,0,0.322,0.455,0.495,0.434,Weekly,Basic,price_sensitive,Medium,0,0,0
CUST-086031,191,17,1,0.52,0.583,0.328,0.497,Weekly,Basic,technical_friction,Medium,20,12,0
CUST-086032,985,68,3,0.596,0.167,0.514,0.192,Daily,Pro,price_sensitive,Low,0,0,1
CUST-086033,91,30,2,0.744,0.499,0.586,0.518,Weekly,Basic,technical_friction,Medium,15,6,1
CUST-086034,894,16,4,0.264,0.863,0.612,0.836,Weekly,Enterprise,price_sensitive,High,20,3,1
CUST-086035,211,23,0,0.486,0.751,0.193,0.614,Rarely,Enterprise,technical_friction,Medium,5,6,1
CUST-086036,1079,35,1,0.348,0.26,0.281,0.192,Daily,Enterprise,technical_friction,Low,20,12,1
CUST-086037,487,81,3,0.564,0.141,0.405,0.151,Daily,Basic,price_sensitive,Low,0,0,1
CUST-086038,467,19,0,0.781,0.223,0.104,0.132,Weekly,Basic,technical_friction,Low,5,12,0
CUST-086039,844,53,2,0.245,0.282,0.46,0.26,Weekly,Pro,technical_friction,Low,20,3,1
CUST-086040,737,16,4,0.837,0.508,0.529,0.504,Daily,Basic,price_sensitive,Medium,5,12,1
CUST-086041,94,28,2,0.778,0.446,0.515,0.433,Daily,Pro,price_sensitive,Medium,0,0,1
CUST-086042,489,17,4,0.73,0.654,0.397,0.598,Weekly,Basic,technical_friction,Medium,15,6,1
CUST-086043,478,20,3,0.389,0.749,0.429,0.7,Weekly,Basic,technical_friction,High,10,12,0
CUST-086044,680,14,2,0.56,0.55,0.465,0.52,Weekly,Basic,technical_friction,Medium,20,3,1
CUST-086045,598,24,1,0.344,0.542,0.261,0.427,Weekly,Basic,price_sensitive,Medium,5,6,1
CUST-086046,23,7,3,0.71,0.955,0.749,0.904,Rarely,Basic,price_sensitive,High,0,0,1
CUST-086047,509,64,4,0.456,0.464,0.564,0.471,Daily,Basic,technical_friction,Medium,15,3,0
CUST-086048,306,11,2,0.424,0.737,0.546,0.73,Weekly,Basic,technical_friction,High,10,6,0
CUST-086049,413,27,2,0.603,0.824,0.616,0.814,Rarely,Basic,price_sensitive,High,15,12,0
CUST-086050,691,24,2,0.121,0.721,0.578,0.727,Weekly,Enterprise,price_sensitive,High,10,6,1
CUST-086051,1000,18,3,0.245,0.753,0.59,0.757,Rarely,Enterprise,price_sensitive,High,10,3,1
CUST-086052,204,30,2,0.644,0.51,0.485,0.487,Daily,Enterprise,technical_friction,Medium,10,12,1
CUST-086053,777,23,2,0.559,0.417,0.514,0.403,Weekly,Pro,technical_friction,Medium,0,0,0
CUST-086054,650,69,0,0.345,0.194,0.198,0.136,Daily,Basic,price_sensitive,Low,0,0,1
CUST-086055,720,33,4,0.237,0.694,0.562,0.699,Weekly,Basic,price_sensitive,Medium,0,0,0
CUST-086056,886,34,2,0.596,0.305,0.397,0.258,Daily,Basic,technical_friction,Low,0,0,1
CUST-086057,379,55,4,0.694,0.277,0.523,0.277,Daily,Basic,price_sensitive,Low,20,12,0
CUST-086058,949,30,3,0.43,0.466,0.467,0.434,Weekly,Pro,price_sensitive,Medium,20,3,1
CUST-086059,410,17,4,0.54,0.936,0.638,0.878,Rarely,Basic,price_sensitive,High,0,0,0
CUST-086060,243,52,3,0.463,0.475,0.507,0.459,Daily,Basic,price_sensitive,Medium,0,0,0
CUST-086061,560,45,5,0.521,0.618,0.582,0.636,Weekly,Basic,price_sensitive,Medium,0,0,0
CUST-086062,984,36,0,0.627,0.04,0.051,0.061,Weekly,Pro,price_sensitive,Low,0,0,0
CUST-086063,940,54,1,0.09,0.363,0.412,0.313,Daily,Basic,technical_friction,Medium,20,6,1
CUST-086064,494,53,2,0.351,0.374,0.271,0.274,Weekly,Basic,price_sensitive,Low,15,6,1
CUST-086065,156,55,3,0.451,0.498,0.587,0.517,Weekly,Basic,technical_friction,Medium,10,12,1
CUST-086066,1097,20,2,0.73,0.219,0.342,0.181,Weekly,Enterprise,technical_friction,Low,15,12,0
CUST-086067,215,17,5,0.423,0.863,0.869,0.887,Weekly,Basic,price_sensitive,High,15,6,1
CUST-086068,93,10,0,0.517,0.853,0.521,0.808,Rarely,Pro,technical_friction,High,20,12,0
CUST-086069,970,82,2,0.305,0.295,0.363,0.239,Daily,Enterprise,technical_friction,Low,15,12,1
CUST-086070,606,123,1,0.741,0.018,0.153,0.065,Daily,Enterprise,technical_friction,Low,0,0,1
CUST-086071,86,4,2,0.165,0.903,0.638,0.863,Rarely,Basic,price_sensitive,High,20,12,0
CUST-086072,184,40,2,0.727,0.394,0.533,0.388,Weekly,Basic,technical_friction,Medium,0,0,0
CUST-086073,338,51,2,0.582,0.317,0.401,0.269,Weekly,Enterprise,price_sensitive,Low,0,0,0
CUST-086074,172,43,6,0.654,0.762,0.543,0.749,Daily,Pro,price_sensitive,High,5,3,0
CUST-086075,179,13,6,0.482,0.97,0.814,0.918,Rarely,Pro,price_sensitive,High,20,6,0
CUST-086076,187,71,0,0.448,0.166,0.285,0.139,Daily,Basic,price_sensitive,Low,5,12,1
CUST-086077,19,10,0,0.399,0.97,0.54,0.876,Rarely,Pro,technical_friction,High,20,12,1
CUST-086078,930,15,0,0.351,0.272,0.394,0.232,Weekly,Basic,technical_friction,Low,0,0,0
CUST-086079,492,33,0,0.437,0.298,0.477,0.279,Weekly,Pro,technical_friction,Low,0,0,1
CUST-086080,171,19,3,0.776,0.564,0.519,0.557,Weekly,Pro,price_sensitive,Medium,15,3,1
CUST-086081,501,9,1,0.656,0.438,0.242,0.319,Weekly,Enterprise,technical_friction,Medium,0,0,0
CUST-086082,841,35,2,0.348,0.32,0.416,0.277,Weekly,Basic,price_sensitive,Low,15,6,1
CUST-086083,292,42,3,0.758,0.516,0.547,0.519,Daily,Pro,technical_friction,Medium,15,6,1
CUST-086084,689,46,2,0.457,0.294,0.631,0.33,Daily,Pro,technical_friction,Medium,0,0,1
CUST-086085,422,9,1,0.373,0.979,0.542,0.88,Rarely,Enterprise,price_sensitive,High,20,6,0
