customer_id,Account_Age_Days,Daily_Usage_Mins,Support_Tickets_90Days,API_Utilization_Rate,churn_proba,sentiment_score,fused_proba,MRR,Days_To_Renewal,Login_Frequency,Plan_Tier,Dominant_SHAP_Driver,risk_band,discount_pct,Retained
SYN-14017,321,1,1,0.3843,0.91,1.0,0.9415,1617.51,182,Weekly,Pro,price_sensitive,High,20,1
SYN-14018,404,52,3,0.4644,0.455,0.0,0.2958,478.96,307,Weekly,Basic,price_sensitive,Medium,5,0
SYN-14019,903,19,3,0.8653,0.065,0.0,0.0422,10962.49,46,Daily,Enterprise,technical_friction,Low,20,1
SYN-14020,772,18,1,0.182,0.62,0.0,0.403,7941.73,124,Weekly,Enterprise,technical_friction,Medium,20,0
SYN-14021,276,35,2,0.5522,0.095,0.0,0.0618,557.51,321,Daily,Basic,price_sensitive,Low,0,1
SYN-14022,783,10,2,0.2049,0.72,0.0,0.468,225.0,343,Daily,Basic,technical_friction,High,0,0
SYN-14023,418,39,2,0.0244,0.765,0.0,0.4972,14923.75,96,Daily,Enterprise,technical_friction,High,15,1
SYN-14024,614,59,1,0.5941,0.165,0.0,0.1073,7414.9,49,Rarely,Enterprise,technical_friction,Low,5,1
SYN-14025,408,76,8,0.401,0.55,0.0,0.3575,6278.09,360,Rarely,Enterprise,price_sensitive,Medium,15,1
SYN-14026,574,101,2,0.4654,0.115,0.0,0.0748,647.14,148,Daily,Basic,price_sensitive,Low,5,1
SYN-14027,803,36,2,0.6989,0.005,0.0,0.0032,773.18,303,Daily,Basic,price_sensitive,Low,0,1
SYN-14028,805,17,4,0.6243,0.275,1.0,0.5288,2910.96,134,Daily,Pro,technical_friction,High,15,0
SYN-14029,829,12,1,0.2493,0.745,0.0,0.4842,632.28,249,Weekly,Basic,technical_friction,High,10,0
SYN-14030,431,114,4,0.5025,0.355,0.0,0.2308,2238.15,328,Weekly,Pro,price_sensitive,Medium,0,1
SYN-14031,760,22,1,0.8716,0.045,0.0,0.0292,690.81,141,Daily,Basic,technical_friction,Low,0,1
SYN-14032,263,2,5,0.393,0.905,1.0,0.9382,1010.23,3,Weekly,Pro,price_sensitive,High,0,0
SYN-14033,526,14,2,0.1629,0.915,1.0,0.9448,2106.03,59,Weekly,Pro,technical_friction,High,15,0
SYN-14034,642,18,4,0.0627,0.73,0.0,0.4745,500.31,292,Daily,Basic,technical_friction,High,10,1
SYN-14035,755,52,1,0.3043,0.355,0.0,0.2308,6139.92,252,Weekly,Enterprise,technical_friction,Medium,15,1
SYN-14036,1003,80,2,0.3289,0.215,0.5,0.3147,702.25,61,Weekly,Basic,price_sensitive,Medium,0,0
SYN-14037,336,57,4,0.3779,0.22,0.0,0.143,10846.55,230,Daily,Enterprise,price_sensitive,Low,0,1
SYN-14038,930,45,3,0.4173,0.365,0.0,0.2372,2723.83,315,Rarely,Pro,price_sensitive,Medium,5,1
SYN-14039,343,81,1,0.5832,0.08,0.0,0.052,12790.59,204,Weekly,Enterprise,technical_friction,Low,10,1
SYN-14040,608,55,4,0.3619,0.44,1.0,0.636,653.31,33,Weekly,Basic,technical_friction,High,15,0
SYN-14041,911,69,0,0.7172,0.0,0.5,0.175,285.47,310,Daily,Basic,technical_friction,Low,0,1
SYN-14042,796,18,3,0.5963,0.115,0.0,0.0748,569.02,127,Weekly,Basic,technical_friction,Low,5,1
SYN-14043,949,9,2,0.6417,0.52,1.0,0.688,994.76,2,Daily,Pro,price_sensitive,High,20,1
SYN-14044,897,12,4,0.5422,0.605,1.0,0.7432,567.95,154,Weekly,Basic,price_sensitive,High,10,0
SYN-14045,305,26,2,0.2567,0.665,0.5,0.6073,1463.39,193,Weekly,Pro,technical_friction,High,20,1
SYN-14046,1092,103,3,0.6147,0.095,0.0,0.0618,10352.86,301,Weekly,Enterprise,price_sensitive,Low,20,1
SYN-14047,1031,19,3,0.7894,0.055,1.0,0.3858,7286.7,235,Daily,Enterprise,technical_friction,Medium,5,0
SYN-14048,474,13,5,0.4003,0.765,1.0,0.8472,1838.74,326,Rarely,Pro,price_sensitive,High,5,0
SYN-14049,53,119,4,0.7541,0.135,0.0,0.0878,380.25,257,Daily,Basic,technical_friction,Low,0,1
SYN-14050,335,37,6,0.8506,0.05,1.0,0.3825,1234.51,79,Weekly,Pro,technical_friction,Medium,15,1
SYN-14051,920,20,2,0.5866,0.065,0.0,0.0422,2171.77,329,Weekly,Pro,technical_friction,Low,15,1
SYN-14052,1046,8,1,0.2743,0.615,0.0,0.3998,11787.83,24,Daily,Enterprise,price_sensitive,Medium,10,1
SYN-14053,915,7,4,0.6764,0.8,0.5,0.695,1907.27,228,Rarely,Pro,price_sensitive,High,10,1
SYN-14054,437,60,2,0.9075,0.065,0.5,0.2172,3202.43,257,Weekly,Enterprise,technical_friction,Low,15,1
SYN-14055,63,3,3,0.8527,0.46,1.0,0.649,279.33,157,Weekly,Basic,technical_friction,High,5,1
SYN-14056,570,28,1,0.737,0.23,0.0,0.1495,555.68,327,Rarely,Basic,technical_friction,Low,0,1
SYN-14057,415,78,3,0.5455,0.055,1.0,0.3858,7903.42,213,Daily,Enterprise,price_sensitive,Medium,15,1
SYN-14058,136,18,2,0.8559,0.125,0.0,0.0812,2110.4,224,Daily,Pro,technical_friction,Low,5,1
SYN-14059,117,37,0,0.3119,0.225,0.0,0.1463,366.7,215,Daily,Basic,price_sensitive,Low,5,1
SYN-14060,169,15,2,0.1415,0.64,0.5,0.591,1102.91,84,Daily,Pro,technical_friction,High,0,1
SYN-14061,227,105,1,0.5798,0.02,1.0,0.363,374.26,304,Weekly,Basic,technical_friction,Medium,0,1
SYN-14062,829,41,3,0.7747,0.015,0.0,0.0098,583.72,139,Weekly,Basic,technical_friction,Low,0,1
SYN-14063,420,76,2,0.4386,0.195,1.0,0.4768,6127.13,38,Daily,Enterprise,price_sensitive,High,20,0
SYN-14064,481,31,1,0.6662,0.005,0.0,0.0032,2543.24,45,Daily,Pro,technical_friction,Low,5,1
SYN-14065,659,37,5,0.5243,0.065,0.5,0.2172,431.9,89,Daily,Basic,price_sensitive,Low,5,0
SYN-14066,1056,45,1,0.8407,0.05,0.0,0.0325,890.68,134,Daily,Pro,technical_friction,Low,0,0
SYN-14067,832,25,3,0.3974,0.24,0.5,0.331,1854.49,34,Weekly,Pro,price_sensitive,Medium,10,0
SYN-14068,711,55,4,0.559,0.33,0.5,0.3895,1405.1,317,Rarely,Pro,price_sensitive,Medium,0,0
SYN-14069,818,29,5,0.6005,0.405,0.0,0.2633,725.05,273,Rarely,Basic,price_sensitive,Medium,0,1
SYN-14070,792,49,6,0.3515,0.425,0.0,0.2762,370.93,171,Daily,Basic,technical_friction,Medium,5,1
SYN-14071,760,79,1,0.5021,0.055,0.0,0.0358,418.25,218,Weekly,Basic,price_sensitive,Low,10,1
SYN-14072,547,34,4,0.4407,0.3,0.0,0.195,12009.62,218,Weekly,Enterprise,price_sensitive,Low,20,0
SYN-14073,624,18,3,0.8014,0.07,0.0,0.0455,14056.98,36,Daily,Enterprise,technical_friction,Low,0,1
SYN-14074,508,74,3,0.1303,0.235,1.0,0.5028,2861.66,94,Daily,Pro,technical_friction,High,10,1
SYN-14075,435,45,2,0.5546,0.085,1.0,0.4052,523.25,164,Daily,Basic,price_sensitive,Medium,5,1
SYN-14076,299,22,1,0.6597,0.02,0.5,0.188,3624.4,53,Weekly,Enterprise,technical_friction,Low,5,1
SYN-14077,391,15,0,0.8175,0.035,1.0,0.3727,2505.48,165,Daily,Pro,technical_friction,Medium,15,1
SYN-14078,472,1,0,0.2596,0.46,1.0,0.649,220.02,326,Daily,Basic,price_sensitive,High,0,0
SYN-14079,638,31,2,0.4747,0.16,1.0,0.454,626.63,361,Weekly,Basic,price_sensitive,High,15,0
SYN-14080,550,29,4,0.6683,0.035,1.0,0.3727,453.96,115,Daily,Basic,technical_friction,Medium,5,1
SYN-14081,120,13,4,0.3422,0.975,1.0,0.9838,638.84,100,Weekly,Basic,price_sensitive,High,5,0
SYN-14082,375,14,1,0.195,0.92,0.0,0.598,1065.5,39,Rarely,Pro,technical_friction,High,10,1
SYN-14083,414,15,6,0.2291,0.645,1.0,0.7692,2374.65,71,Weekly,Pro,technical_friction,High,20,0
SYN-14084,778,28,1,0.216,0.58,0.0,0.377,345.53,319,Weekly,Basic,technical_friction,Medium,10,0
SYN-14085,367,61,2,0.8024,0.065,0.0,0.0422,336.59,331,Daily,Basic,technical_friction,Low,0,1
SYN-14086,10,25,0,0.7246,0.055,1.0,0.3858,6719.7,115,Daily,Enterprise,technical_friction,Medium,5,1
SYN-14087,94,20,3,0.2745,0.515,1.0,0.6848,10868.8,3,Weekly,Enterprise,technical_friction,High,5,1
SYN-14088,547,10,0,0.8955,0.25,0.5,0.3375,658.6,225,Weekly,Basic,technical_friction,Medium,15,1
SYN-14089,208,3,1,0.6624,0.44,0.0,0.286,261.13,238,Daily,Basic,price_sensitive,Medium,20,1
SYN-14090,545,10,1,0.5365,0.405,0.0,0.2633,1907.56,168,Daily,Pro,price_sensitive,Medium,0,0
SYN-14091,632,19,3,0.791,0.03,1.0,0.3695,7302.39,347,Weekly,Enterprise,technical_friction,Medium,10,1
SYN-14092,1027,16,1,0.8292,0.01,0.0,0.0065,10690.31,202,Daily,Enterprise,technical_friction,Low,5,1
SYN-14093,721,35,4,0.5582,0.445,1.0,0.6392,408.38,296,Rarely,Basic,price_sensitive,High,5,0
SYN-14094,35,32,2,0.5274,0.19,0.0,0.1235,1216.0,224,Daily,Pro,price_sensitive,Low,20,1
SYN-14095,419,11,4,0.405,0.64,0.0,0.416,270.86,140,Daily,Basic,price_sensitive,Medium,10,0
SYN-14096,873,36,2,0.1809,0.33,1.0,0.5645,254.39,243,Daily,Basic,technical_friction,High,0,0
SYN-14097,287,14,3,0.3459,0.95,1.0,0.9675,333.13,343,Rarely,Basic,price_sensitive,High,5,0
SYN-14098,1018,26,2,0.5141,0.275,1.0,0.5288,636.81,139,Rarely,Basic,price_sensitive,High,5,0
SYN-14099,582,10,3,0.7055,0.54,0.0,0.351,1171.2,32,Daily,Pro,price_sensitive,Medium,10,1
SYN-14100,103,35,7,0.6936,0.06,1.0,0.389,689.04,260,Weekly,Basic,technical_friction,Medium,0,1
SYN-14101,267,16,4,0.9629,0.085,1.0,0.4052,7276.02,92,Weekly,Enterprise,technical_friction,Medium,20,1
SYN-14102,997,74,3,0.5932,0.0,1.0,0.35,2141.83,167,Daily,Pro,price_sensitive,Medium,20,1
SYN-14103,1091,17,4,0.2412,0.265,1.0,0.5222,567.33,208,Weekly,Basic,price_sensitive,High,0,1
SYN-14104,949,9,4,0.3358,0.87,1.0,0.9155,1111.63,80,Rarely,Pro,price_sensitive,High,15,0
SYN-14105,353,16,4,0.2947,0.33,1.0,0.5645,3086.38,129,Weekly,Enterprise,technical_friction,High,0,1
SYN-14106,846,13,4,0.5978,0.31,0.5,0.3765,14024.62,289,Daily,Enterprise,price_sensitive,Medium,15,1
SYN-14107,245,3,2,0.3665,0.975,1.0,0.9838,1858.68,246,Rarely,Pro,price_sensitive,High,15,0
SYN-14108,424,80,2,0.7048,0.405,0.0,0.2633,271.57,177,Rarely,Basic,price_sensitive,Medium,0,1
SYN-14109,767,41,2,0.1588,0.475,0.5,0.4838,10870.45,32,Daily,Enterprise,technical_friction,High,20,0
SYN-14110,1066,32,1,0.9396,0.03,1.0,0.3695,2189.86,194,Daily,Pro,technical_friction,Medium,10,0
SYN-14111,484,23,3,0.5576,0.04,0.0,0.026,7289.57,117,Daily,Enterprise,technical_friction,Low,20,1
SYN-14112,546,10,2,0.3609,0.905,0.0,0.5883,1177.64,126,Rarely,Pro,price_sensitive,High,5,0
SYN-14113,243,5,4,0.3584,0.945,1.0,0.9642,2413.62,164,Weekly,Pro,price_sensitive,High,15,0
SYN-14114,444,26,2,0.3236,0.24,0.0,0.156,386.45,292,Daily,Basic,price_sensitive,Low,0,1
SYN-14115,70,28,0,0.2604,0.27,1.0,0.5255,391.12,206,Daily,Basic,technical_friction,High,0,1
SYN-14116,945,21,7,0.6594,0.475,1.0,0.6587,434.6,293,Rarely,Basic,technical_friction,High,20,0
SYN-14117,27,109,3,0.9166,0.17,0.5,0.2855,582.67,313,Daily,Basic,technical_friction,Medium,5,1
SYN-14118,752,3,4,0.6044,0.565,0.0,0.3672,2843.6,36,Daily,Pro,price_sensitive,Medium,10,1
SYN-14119,301,24,0,0.9427,0.03,0.0,0.0195,1654.05,338,Daily,Pro,technical_friction,Low,0,1
SYN-14120,524,3,1,0.4493,0.74,0.5,0.656,1881.72,100,Weekly,Pro,price_sensitive,High,20,0
SYN-14121,310,20,2,0.6062,0.105,1.0,0.4182,11510.05,200,Weekly,Enterprise,price_sensitive,Medium,15,1
SYN-14122,441,18,1,0.5306,0.11,0.0,0.0715,4332.38,292,Daily,Enterprise,technical_friction,Low,0,1
SYN-14123,602,6,0,0.3005,0.935,1.0,0.9578,389.59,353,Rarely,Basic,price_sensitive,High,0,0
SYN-14124,705,12,3,0.1655,0.77,0.0,0.5005,7889.58,88,Daily,Enterprise,technical_friction,High,10,0
SYN-14125,1034,21,2,0.9454,0.09,0.0,0.0585,403.79,174,Daily,Basic,technical_friction,Low,0,0
SYN-14126,366,23,4,0.7045,0.1,1.0,0.415,2793.12,103,Daily,Pro,technical_friction,Medium,5,1
SYN-14127,644,15,2,0.5154,0.065,0.5,0.2172,393.2,257,Daily,Basic,technical_friction,Low,5,1
SYN-14128,992,67,4,0.532,0.005,0.0,0.0032,2882.41,97,Daily,Pro,price_sensitive,Low,10,1
SYN-14129,320,54,4,0.5447,0.075,1.0,0.3988,585.08,213,Daily,Basic,price_sensitive,Medium,5,1
SYN-14130,952,8,1,0.3464,0.62,0.0,0.403,393.08,313,Weekly,Basic,price_sensitive,Medium,5,1
SYN-14131,1053,8,2,0.3172,0.865,1.0,0.9122,4573.47,346,Weekly,Enterprise,price_sensitive,High,15,0
SYN-14132,932,13,1,0.8002,0.275,0.0,0.1788,1557.42,147,Daily,Pro,technical_friction,Low,0,1
SYN-14133,627,33,1,0.2948,0.305,0.0,0.1982,8440.25,126,Weekly,Enterprise,price_sensitive,Low,5,1
SYN-14134,795,19,2,0.7924,0.01,1.0,0.3565,1273.74,41,Weekly,Pro,technical_friction,Medium,15,0
SYN-14135,530,30,3,0.2326,0.63,1.0,0.7595,12471.3,278,Weekly,Enterprise,technical_friction,High,20,0
SYN-14136,657,55,2,0.4146,0.2,0.5,0.305,3466.07,78,Daily,Enterprise,price_sensitive,Medium,20,1
SYN-14137,1072,11,0,0.2559,0.49,0.0,0.3185,658.06,122,Daily,Basic,price_sensitive,Medium,0,1
SYN-14138,277,4,2,0.4977,0.725,1.0,0.8212,646.45,67,Weekly,Basic,price_sensitive,High,0,0
SYN-14139,872,38,2,0.4606,0.05,0.0,0.0325,379.22,205,Weekly,Basic,price_sensitive,Low,5,1
SYN-14140,557,11,1,0.4409,0.715,0.0,0.4648,4177.8,100,Weekly,Enterprise,price_sensitive,High,20,1
SYN-14141,195,36,0,0.6338,0.355,0.0,0.2308,436.5,292,Daily,Basic,price_sensitive,Medium,0,1
SYN-14142,708,32,0,0.6562,0.21,0.0,0.1365,739.69,333,Rarely,Basic,technical_friction,Low,15,1
SYN-14143,872,60,2,0.1738,0.655,0.0,0.4258,765.55,39,Rarely,Basic,technical_friction,Medium,10,0
SYN-14144,626,34,2,0.312,0.285,0.0,0.1852,14190.08,284,Weekly,Enterprise,price_sensitive,Low,0,1
SYN-14145,921,27,3,0.4866,0.16,0.0,0.104,2345.68,344,Daily,Pro,price_sensitive,Low,5,1
SYN-14146,403,26,3,0.1564,0.635,1.0,0.7628,952.04,304,Daily,Pro,technical_friction,High,15,0
SYN-14147,1005,90,3,0.3419,0.225,0.0,0.1463,683.72,6,Weekly,Basic,price_sensitive,Low,5,1
SYN-14148,714,30,4,0.2056,0.63,0.0,0.4095,798.91,51,Weekly,Basic,technical_friction,Medium,15,1
SYN-14149,884,20,5,0.0495,0.85,1.0,0.9025,1939.38,100,Daily,Pro,technical_friction,High,20,0
SYN-14150,301,16,0,0.5089,0.18,1.0,0.467,329.69,198,Weekly,Basic,technical_friction,High,0,1
SYN-14151,491,38,3,0.3908,0.24,1.0,0.506,5440.69,175,Weekly,Enterprise,price_sensitive,High,20,0
SYN-14152,1001,80,2,0.2175,0.15,0.0,0.0975,388.32,55,Weekly,Basic,price_sensitive,Low,0,1
SYN-14153,57,43,2,0.537,0.125,0.0,0.0812,440.5,220,Daily,Basic,price_sensitive,Low,0,1
SYN-14154,445,71,8,0.1103,0.76,0.0,0.494,492.16,129,Rarely,Basic,technical_friction,High,5,1
SYN-14155,859,46,4,0.6394,0.025,0.0,0.0162,6528.82,17,Daily,Enterprise,technical_friction,Low,10,1
SYN-14156,818,6,4,0.3394,0.9,1.0,0.935,3166.6,318,Weekly,Enterprise,price_sensitive,High,20,0
SYN-14157,937,114,2,0.585,0.085,0.0,0.0553,13728.85,311,Weekly,Enterprise,technical_friction,Low,20,1
SYN-14158,814,32,4,0.4571,0.47,0.0,0.3055,717.74,274,Rarely,Basic,price_sensitive,Medium,15,1
SYN-14159,1042,90,4,0.2611,0.16,0.0,0.104,11352.89,334,Daily,Enterprise,price_sensitive,Low,15,1
SYN-14160,549,71,3,0.6134,0.005,0.0,0.0032,376.05,52,Daily,Basic,price_sensitive,Low,0,1
SYN-14161,687,5,4,0.7245,0.455,1.0,0.6458,375.83,236,Weekly,Basic,price_sensitive,High,5,0
SYN-14162,933,26,1,0.9092,0.005,0.0,0.0032,823.63,261,Daily,Pro,technical_friction,Low,0,1
SYN-14163,772,14,3,0.5239,0.58,0.0,0.377,2090.87,175,Weekly,Pro,price_sensitive,Medium,0,1
SYN-14164,113,12,6,0.46,0.85,1.0,0.9025,11267.52,336,Weekly,Enterprise,price_sensitive,High,15,1
SYN-14165,404,35,5,0.6729,0.17,1.0,0.4605,722.08,2,Daily,Basic,price_sensitive,High,0,0
SYN-14166,608,51,3,0.8996,0.035,1.0,0.3727,1139.72,295,Weekly,Pro,technical_friction,Medium,10,1
SYN-14167,830,8,3,0.7837,0.335,0.0,0.2178,9724.48,188,Daily,Enterprise,technical_friction,Low,20,1
SYN-14168,598,7,1,0.6961,0.675,0.0,0.4388,601.33,253,Weekly,Basic,price_sensitive,Medium,0,0
SYN-14169,856,29,1,0.8092,0.045,0.0,0.0292,384.34,257,Daily,Basic,technical_friction,Low,5,1
SYN-14170,922,46,3,0.6894,0.005,0.0,0.0032,498.41,194,Daily,Basic,price_sensitive,Low,0,1
SYN-14171,292,58,2,0.7602,0.2,0.0,0.13,8156.95,99,Rarely,Enterprise,technical_friction,Low,15,1
SYN-14172,678,87,3,0.6443,0.035,0.0,0.0228,1200.67,281,Daily,Pro,price_sensitive,Low,5,1
SYN-14173,613,79,4,0.0428,0.42,1.0,0.623,656.92,48,Weekly,Basic,technical_friction,High,10,0
SYN-14174,251,40,3,0.409,0.285,0.0,0.1852,13448.77,253,Daily,Enterprise,price_sensitive,Low,20,1
SYN-14175,539,45,3,0.7523,0.015,1.0,0.3597,1546.26,42,Weekly,Pro,technical_friction,Medium,10,1
SYN-14176,604,56,2,0.8101,0.04,0.0,0.026,8205.61,277,Weekly,Enterprise,technical_friction,Low,5,1
SYN-14177,899,7,6,0.1395,0.815,1.0,0.8798,1107.18,33,Daily,Pro,technical_friction,High,15,0
SYN-14178,508,25,4,0.1223,0.8,0.0,0.52,204.23,238,Weekly,Basic,technical_friction,High,10,1
SYN-14179,90,71,2,0.275,0.265,1.0,0.5222,420.1,300,Weekly,Basic,price_sensitive,High,20,1
SYN-14180,537,12,4,0.9171,0.405,1.0,0.6133,568.22,212,Weekly,Basic,technical_friction,High,10,0
SYN-14181,922,5,4,0.9502,0.2,0.0,0.13,9810.11,163,Daily,Enterprise,technical_friction,Low,10,1
SYN-14182,629,13,2,0.4551,0.44,0.0,0.286,2446.4,9,Daily,Pro,price_sensitive,Medium,5,1
SYN-14183,351,16,1,0.7671,0.025,0.0,0.0162,1504.48,19,Daily,Pro,technical_friction,Low,5,1
SYN-14184,1013,29,2,0.1956,0.14,1.0,0.441,346.3,292,Daily,Basic,price_sensitive,Medium,5,0
SYN-14185,172,45,3,0.6902,0.05,1.0,0.3825,448.33,78,Daily,Basic,technical_friction,Medium,15,1
SYN-14186,360,57,2,0.8131,0.055,0.0,0.0358,2122.77,37,Weekly,Pro,technical_friction,Low,10,1
SYN-14187,481,40,0,0.6209,0.215,0.0,0.1398,1581.55,81,Rarely,Pro,technical_friction,Low,10,1
SYN-14188,812,75,2,0.4885,0.085,0.0,0.0553,616.3,363,Weekly,Basic,price_sensitive,Low,0,1
SYN-14189,919,16,5,0.1572,0.735,1.0,0.8278,561.09,136,Rarely,Basic,technical_friction,High,5,0
SYN-14190,65,15,4,0.2383,0.655,0.0,0.4258,594.26,330,Daily,Basic,technical_friction,Medium,0,1
SYN-14191,871,9,3,0.6469,0.79,1.0,0.8635,613.88,105,Weekly,Basic,price_sensitive,High,20,0
SYN-14192,793,27,2,0.4631,0.375,1.0,0.5938,6642.07,321,Rarely,Enterprise,price_sensitive,High,20,0
SYN-14193,984,14,5,0.3314,0.585,0.5,0.5552,10962.95,172,Daily,Enterprise,price_sensitive,High,5,1
SYN-14194,991,61,3,0.3411,0.23,0.0,0.1495,8273.73,109,Daily,Enterprise,price_sensitive,Low,10,1
SYN-14195,856,7,4,0.878,0.265,1.0,0.5222,564.76,143,Daily,Basic,technical_friction,High,5,0
SYN-14196,210,71,4,0.5225,0.04,0.0,0.026,1578.0,64,Daily,Pro,price_sensitive,Low,5,1
SYN-14197,346,12,2,0.843,0.38,1.0,0.597,968.66,303,Daily,Pro,technical_friction,High,5,1
SYN-14198,1030,65,1,0.2078,0.315,0.0,0.2048,916.29,113,Daily,Pro,technical_friction,Low,0,0
SYN-14199,658,16,1,0.403,0.595,0.0,0.3868,516.29,234,Rarely,Basic,price_sensitive,Medium,0,1
SYN-14200,593,50,6,0.0399,0.845,1.0,0.8992,11233.04,15,Daily,Enterprise,technical_friction,High,20,0
SYN-14201,1007,29,0,0.0852,0.55,0.0,0.3575,1766.74,204,Daily,Pro,technical_friction,Medium,15,0
SYN-14202,962,49,2,0.5481,0.055,0.0,0.0358,593.08,360,Weekly,Basic,price_sensitive,Low,0,1
SYN-14203,801,4,0,0.624,0.835,1.0,0.8928,1177.12,112,Weekly,Pro,price_sensitive,High,10,1
SYN-14204,971,22,3,0.4899,0.39,0.0,0.2535,415.64,70,Rarely,Basic,price_sensitive,Medium,0,1
SYN-14205,126,68,6,0.4897,0.33,1.0,0.5645,1744.34,250,Weekly,Pro,price_sensitive,High,0,0
SYN-14206,834,26,3,0.3573,0.6,1.0,0.74,672.4,175,Rarely,Basic,price_sensitive,High,15,1
SYN-14207,1062,15,1,0.6739,0.135,1.0,0.4378,289.37,130,Weekly,Basic,technical_friction,Medium,15,0
SYN-14208,55,7,4,0.0939,0.98,0.0,0.637,345.3,314,Weekly,Basic,technical_friction,High,5,1
SYN-14209,246,13,3,0.2853,0.98,1.0,0.987,615.9,106,Weekly,Basic,price_sensitive,High,20,1
SYN-14210,874,75,3,0.2816,0.07,0.0,0.0455,279.37,292,Daily,Basic,price_sensitive,Low,0,1
SYN-14211,573,42,2,0.3702,0.315,0.0,0.2048,1908.99,226,Weekly,Pro,price_sensitive,Low,15,0
SYN-14212,96,51,4,0.2925,0.77,0.5,0.6755,2681.04,233,Rarely,Pro,technical_friction,High,20,1
SYN-14213,295,21,4,0.6186,0.125,0.5,0.2562,1146.8,108,Daily,Pro,price_sensitive,Medium,5,1
SYN-14214,357,19,2,0.8216,0.295,0.5,0.3668,2544.69,207,Rarely,Pro,technical_friction,Medium,0,1
SYN-14215,354,51,3,0.2063,0.325,1.0,0.5612,1734.42,202,Daily,Pro,technical_friction,High,15,1
SYN-14216,966,62,1,0.619,0.0,0.0,0.0,3565.53,8,Daily,Enterprise,technical_friction,Low,10,1
SYN-14217,729,18,1,0.6229,0.055,0.0,0.0358,771.49,133,Weekly,Basic,technical_friction,Low,15,1
SYN-14218,809,43,2,0.8301,0.0,0.0,0.0,1601.72,124,Weekly,Pro,technical_friction,Low,5,1
SYN-14219,16,37,2,0.5151,0.165,0.0,0.1073,2891.31,227,Weekly,Pro,price_sensitive,Low,20,1
SYN-14220,471,6,2,0.0943,0.995,0.0,0.6468,625.44,51,Rarely,Basic,technical_friction,High,15,0
SYN-14221,350,35,4,0.6099,0.08,0.0,0.052,352.96,205,Daily,Basic,price_sensitive,Low,15,1
SYN-14222,937,28,2,0.5969,0.065,0.0,0.0422,1240.84,159,Daily,Pro,technical_friction,Low,5,1
SYN-14223,1049,7,4,0.6359,0.415,0.0,0.2698,535.14,217,Daily,Basic,price_sensitive,Medium,10,1
SYN-14224,466,48,6,0.4949,0.215,1.0,0.4898,2834.72,66,Daily,Pro,price_sensitive,High,10,1
SYN-14225,1070,10,1,0.32,0.75,0.5,0.6625,483.97,174,Weekly,Basic,price_sensitive,High,5,0
SYN-14226,17,16,5,0.8385,0.22,1.0,0.493,372.19,88,Daily,Basic,technical_friction,High,0,1
SYN-14227,359,119,1,0.5793,0.05,1.0,0.3825,332.54,281,Weekly,Basic,technical_friction,Medium,0,1
SYN-14228,853,15,4,0.816,0.275,1.0,0.5288,6391.64,166,Rarely,Enterprise,technical_friction,High,10,0
SYN-14229,397,21,1,0.8743,0.02,0.0,0.013,2553.82,358,Weekly,Pro,technical_friction,Low,5,1
SYN-14230,1013,6,3,0.3601,0.855,1.0,0.9058,2046.9,23,Rarely,Pro,price_sensitive,High,15,0
SYN-14231,241,109,1,0.1266,0.5,1.0,0.675,721.68,242,Daily,Basic,technical_friction,High,0,1
SYN-14232,875,79,2,0.8676,0.02,0.0,0.013,455.25,61,Weekly,Basic,technical_friction,Low,0,1
SYN-14233,223,2,3,0.6634,0.49,0.0,0.3185,473.99,268,Daily,Basic,price_sensitive,Medium,15,1
SYN-14234,218,119,4,0.7189,0.13,1.0,0.4345,2659.68,242,Weekly,Pro,technical_friction,Medium,0,1
SYN-14235,491,97,4,0.8603,0.095,0.0,0.0618,4018.09,52,Weekly,Enterprise,technical_friction,Low,0,1
SYN-14236,1039,32,3,0.3194,0.61,0.0,0.3965,2821.26,19,Rarely,Pro,price_sensitive,Medium,15,1
SYN-14237,644,12,2,0.1956,0.97,0.0,0.6305,4369.88,350,Weekly,Enterprise,technical_friction,High,0,0
SYN-14238,699,74,3,0.7481,0.04,1.0,0.376,772.48,216,Weekly,Basic,technical_friction,Medium,5,1
SYN-14239,12,51,2,0.2833,0.365,1.0,0.5872,1739.45,114,Weekly,Pro,technical_friction,High,0,1
SYN-14240,63,119,0,0.6111,0.035,0.0,0.0228,670.83,128,Weekly,Basic,technical_friction,Low,10,1
SYN-14241,75,111,5,0.6519,0.47,1.0,0.6555,255.92,197,Rarely,Basic,price_sensitive,High,10,0
SYN-14242,902,28,3,0.1999,0.575,1.0,0.7237,10157.57,162,Weekly,Enterprise,technical_friction,High,20,0
SYN-14243,261,33,3,0.4867,0.08,0.0,0.052,10586.17,304,Daily,Enterprise,price_sensitive,Low,15,1
SYN-14244,362,11,4,0.4051,0.76,1.0,0.844,4734.53,143,Daily,Enterprise,price_sensitive,High,10,0
SYN-14245,671,13,2,0.5887,0.455,0.0,0.2958,1940.35,255,Rarely,Pro,price_sensitive,Medium,5,1
SYN-14246,643,25,2,0.6868,0.025,1.0,0.3662,2008.31,353,Daily,Pro,technical_friction,Medium,20,1
SYN-14247,452,47,0,0.6394,0.04,0.0,0.026,1689.66,172,Weekly,Pro,technical_friction,Low,20,1
SYN-14248,6,118,2,0.2237,0.4,0.0,0.26,3079.92,2,Weekly,Enterprise,technical_friction,Medium,15,1
